category,age_band,text_he,text_en,option1,option2,option3,option1_en,option2_en,option3_en,correct_index
general_knowledge,14-16,מהי המדינה עם האוכלוסייה הגדולה ביותר בעולם נכון להיום?,Which country currently has the world's largest population?,הודו,סין,"ארה""ב",הודו,סין,"ארה""ב",0
general_knowledge,14-16,מי צייר את 'ליל הכוכבים'?,Who painted 'Starry Night'?,וינסנט ואן גוך,קלוד מונה,פבלו פיקאסו,וינסנט ואן גוך,קלוד מונה,פבלו פיקאסו,0
general_knowledge,14-16,איזו אימפריה עתיקה בנתה את הקולוסיאום ברומא?,Which ancient empire built the Colosseum in Rome?,האימפריה הרומית,האימפריה היוונית,האימפריה הפרסית,האימפריה הרומית,האימפריה היוונית,האימפריה הפרסית,0
general_knowledge,14-16,מי כתב את 'מלחמה ושלום'?,Who wrote 'War and Peace'?,לב טולסטוי,פיודור דוסטויבסקי,אנטון צ'כוב,לב טולסטוי,פיודור דוסטויבסקי,אנטון צ'כוב,0
general_knowledge,14-16,באיזו שנה הסתיימה מלחמת העולם השנייה?,In what year did World War II end?,1945,1939,1950,1945,1939,1950,0
general_knowledge,14-16,איזו אומה עתיקה בנתה את הפירמידות בגיזה?,Which ancient civilization built the pyramids of Giza?,המצרים הקדמונים,הבבלים,הפרסים,המצרים הקדמונים,הבבלים,הפרסים,0
general_knowledge,14-16,מהי בירת דרום קוריאה?,What is the capital of South Korea?,סיאול,טוקיו,בייג'ינג,סיאול,טוקיו,בייג'ינג,0
general_knowledge,14-16,איזה מדען פיתח את תורת היחסות?,Which scientist developed the theory of relativity?,אלברט איינשטיין,אייזק ניוטון,גלילאו גליליי,אלברט איינשטיין,אייזק ניוטון,גלילאו גליליי,0
general_knowledge,14-16,איזו מדינה הייתה הראשונה לשלוח אדם לחלל?,Which country was the first to send a human to space?,ברית המועצות,"ארה""ב",סין,ברית המועצות,"ארה""ב",סין,0
general_knowledge,14-16,מהי בירת מקסיקו?,What is the capital of Mexico?,מקסיקו סיטי,גוודלחרה,קנקון,מקסיקו סיטי,גוודלחרה,קנקון,0
general_knowledge,14-16,מי כתב את 'הנסיך הקטן'?,Who wrote 'The Little Prince'?,אנטואן דה סנט-אכזופרי,ז'ול ורן,ויקטור הוגו,אנטואן דה סנט-אכזופרי,ז'ול ורן,ויקטור הוגו,0
general_knowledge,14-16,"מי גילה את חוק הכבידה, לפי האגדה כשראה תפוח נופל?","Who discovered the law of gravity, according to legend, upon seeing an apple fall?",אייזק ניוטון,גלילאו גליליי,אלברט איינשטיין,אייזק ניוטון,גלילאו גליליי,אלברט איינשטיין,0
english_vocabulary,10-11,"מה התרגום הנכון לאנגלית של המילה ""ילדה""?","What is the correct English translation of the Hebrew word ""ילדה""?",Girl,Boy,Baby,Girl,Boy,Baby,0
english_vocabulary,10-11,"מה התרגום הנכון לאנגלית של המילה ""אמא""?","What is the correct English translation of the Hebrew word ""אמא""?",Mother,Father,Sister,Mother,Father,Sister,0
english_vocabulary,10-11,"מה התרגום הנכון לאנגלית של המילה ""אבא""?","What is the correct English translation of the Hebrew word ""אבא""?",Father,Mother,Brother,Father,Mother,Brother,0
english_vocabulary,10-11,"מה התרגום הנכון לאנגלית של המילה ""גור""?","What is the correct English translation of the Hebrew word ""גור""?",Puppy,Kitten,Cub,Puppy,Kitten,Cub,0
english_vocabulary,10-11,"מה התרגום הנכון לאנגלית של המילה ""מהר""?","What is the correct English translation of the Hebrew word ""מהר""?",Fast,Slow,Quiet,Fast,Slow,Quiet,0
english_vocabulary,10-11,"מה התרגום הנכון לאנגלית של המילה ""איטי""?","What is the correct English translation of the Hebrew word ""איטי""?",Slow,Fast,Loud,Slow,Fast,Loud,0
english_vocabulary,10-11,"מה התרגום הנכון לאנגלית של המילה ""לשחק""?","What is the correct English translation of the Hebrew word ""לשחק""?",To play,To work,To sleep,To play,To work,To sleep,0
english_vocabulary,10-11,"מה התרגום הנכון לאנגלית של המילה ""תיק""?","What is the correct English translation of the Hebrew word ""תיק""?",Bag,Book,Pen,Bag,Book,Pen,0
english_vocabulary,10-11,"מה התרגום הנכון לאנגלית של המילה ""חלון""?","What is the correct English translation of the Hebrew word ""חלון""?",Window,Door,Wall,Window,Door,Wall,0
english_vocabulary,10-11,"מה התרגום הנכון לאנגלית של המילה ""דלת""?","What is the correct English translation of the Hebrew word ""דלת""?",Door,Window,Roof,Door,Window,Roof,0
english_vocabulary,10-11,"מה התרגום הנכון לאנגלית של המילה ""שמיים""?","What is the correct English translation of the Hebrew word ""שמיים""?",Sky,Ground,Sea,Sky,Ground,Sea,0
english_vocabulary,10-11,"מה התרגום הנכון לאנגלית של המילה ""ים""?","What is the correct English translation of the Hebrew word ""ים""?",Sea,Sky,Mountain,Sea,Sky,Mountain,0
english_vocabulary,10-11,"מה התרגום הנכון לאנגלית של המילה ""הר""?","What is the correct English translation of the Hebrew word ""הר""?",Mountain,Sea,River,Mountain,Sea,River,0
english_vocabulary,10-11,"מה התרגום הנכון לאנגלית של המילה ""פרח""?","What is the correct English translation of the Hebrew word ""פרח""?",Flower,Tree,Grass,Flower,Tree,Grass,0
english_vocabulary,10-11,"מה התרגום הנכון לאנגלית של המילה ""ציפור""?","What is the correct English translation of the Hebrew word ""ציפור""?",Bird,Fish,Insect,Bird,Fish,Insect,0
english_vocabulary,10-11,"מה התרגום הנכון לאנגלית של המילה ""דג""?","What is the correct English translation of the Hebrew word ""דג""?",Fish,Bird,Frog,Fish,Bird,Frog,0
english_vocabulary,10-11,"מה התרגום הנכון לאנגלית של המילה ""לישון""?","What is the correct English translation of the Hebrew word ""לישון""?",To sleep,To eat,To run,To sleep,To eat,To run,0
english_vocabulary,10-11,"מה התרגום הנכון לאנגלית של המילה ""לאכול""?","What is the correct English translation of the Hebrew word ""לאכול""?",To eat,To drink,To sleep,To eat,To drink,To sleep,0
english_vocabulary,12-13,"מה התרגום הנכון לאנגלית של המילה ""לפתור""?","What is the correct English translation of the Hebrew word ""לפתור""?",To solve,To create,To copy,To solve,To create,To copy,0
english_vocabulary,12-13,"מה התרגום הנכון לאנגלית של המילה ""לתכנן""?","What is the correct English translation of the Hebrew word ""לתכנן""?",To plan,To forget,To break,To plan,To forget,To break,0
english_vocabulary,12-13,"מה התרגום הנכון לאנגלית של המילה ""אמיץ""?","What is the correct English translation of the Hebrew word ""אמיץ""?",Brave,Scared,Weak,Brave,Scared,Weak,0
english_vocabulary,12-13,"מה התרגום הנכון לאנגלית של המילה ""עצוב""?","What is the correct English translation of the Hebrew word ""עצוב""?",Sad,Happy,Angry,Sad,Happy,Angry,0
english_vocabulary,12-13,"מה התרגום הנכון לאנגלית של המילה ""עייף""?","What is the correct English translation of the Hebrew word ""עייף""?",Tired,Energetic,Hungry,Tired,Energetic,Hungry,0
english_vocabulary,12-13,"מה התרגום הנכון לאנגלית של המילה ""רעב""?","What is the correct English translation of the Hebrew word ""רעב""?",Hungry,Full,Thirsty,Hungry,Full,Thirsty,0
english_vocabulary,12-13,"מה התרגום הנכון לאנגלית של המילה ""צמא""?","What is the correct English translation of the Hebrew word ""צמא""?",Thirsty,Full,Tired,Thirsty,Full,Tired,0
english_vocabulary,12-13,"מה התרגום הנכון לאנגלית של המילה ""להרגיש""?","What is the correct English translation of the Hebrew word ""להרגיש""?",To feel,To think,To see,To feel,To think,To see,0
english_vocabulary,12-13,"מה התרגום הנכון לאנגלית של המילה ""לחשוב""?","What is the correct English translation of the Hebrew word ""לחשוב""?",To think,To feel,To speak,To think,To feel,To speak,0
english_vocabulary,12-13,"מה התרגום הנכון לאנגלית של המילה ""לדבר""?","What is the correct English translation of the Hebrew word ""לדבר""?",To speak,To listen,To write,To speak,To listen,To write,0
english_vocabulary,12-13,"מה התרגום הנכון לאנגלית של המילה ""להקשיב""?","What is the correct English translation of the Hebrew word ""להקשיב""?",To listen,To speak,To read,To listen,To speak,To read,0
english_vocabulary,12-13,"מה התרגום הנכון לאנגלית של המילה ""לכתוב""?","What is the correct English translation of the Hebrew word ""לכתוב""?",To write,To read,To draw,To write,To read,To draw,0
english_vocabulary,12-13,"מה התרגום הנכון לאנגלית של המילה ""לקרוא""?","What is the correct English translation of the Hebrew word ""לקרוא""?",To read,To write,To count,To read,To write,To count,0
english_vocabulary,12-13,"מה התרגום הנכון לאנגלית של המילה ""לספור""?","What is the correct English translation of the Hebrew word ""לספור""?",To count,To read,To measure,To count,To read,To measure,0
english_vocabulary,12-13,"מה התרגום הנכון לאנגלית של המילה ""יקר""?","What is the correct English translation of the Hebrew word ""יקר""?",Expensive,Cheap,Free,Expensive,Cheap,Free,0
english_vocabulary,12-13,"מה התרגום הנכון לאנגלית של המילה ""זול""?","What is the correct English translation of the Hebrew word ""זול""?",Cheap,Expensive,Rare,Cheap,Expensive,Rare,0
english_vocabulary,12-13,"מה התרגום הנכון לאנגלית של המילה ""נקי""?","What is the correct English translation of the Hebrew word ""נקי""?",Clean,Dirty,Wet,Clean,Dirty,Wet,0
english_vocabulary,12-13,"מה התרגום הנכון לאנגלית של המילה ""רטוב""?","What is the correct English translation of the Hebrew word ""רטוב""?",Wet,Dry,Clean,Wet,Dry,Clean,0
english_vocabulary,14-16,"מה התרגום הנכון לאנגלית של המילה ""להשקיע""?","What is the correct English translation of the Hebrew word ""להשקיע""?",To invest,To waste,To borrow,To invest,To waste,To borrow,0
english_vocabulary,14-16,"מה התרגום הנכון לאנגלית של המילה ""יעד""?","What is the correct English translation of the Hebrew word ""יעד""?",Goal,Obstacle,Mistake,Goal,Obstacle,Mistake,0
english_vocabulary,14-16,"מה התרגום הנכון לאנגלית של המילה ""אתגר""?","What is the correct English translation of the Hebrew word ""אתגר""?",Challenge,Solution,Reward,Challenge,Solution,Reward,0
english_vocabulary,14-16,"מה התרגום הנכון לאנגלית של המילה ""הזדמנות""?","What is the correct English translation of the Hebrew word ""הזדמנות""?",Opportunity,Threat,Failure,Opportunity,Threat,Failure,0
english_vocabulary,14-16,"מה התרגום הנכון לאנגלית של המילה ""לשפר""?","What is the correct English translation of the Hebrew word ""לשפר""?",To improve,To worsen,To ignore,To improve,To worsen,To ignore,0
english_vocabulary,14-16,"מה התרגום הנכון לאנגלית של המילה ""להתפתח""?","What is the correct English translation of the Hebrew word ""להתפתח""?",To develop,To decline,To pause,To develop,To decline,To pause,0
english_vocabulary,14-16,"מה התרגום הנכון לאנגלית של המילה ""עצמאי""?","What is the correct English translation of the Hebrew word ""עצמאי""?",Independent,Dependent,Weak,Independent,Dependent,Weak,0
english_vocabulary,14-16,"מה התרגום הנכון לאנגלית של המילה ""אחריות""?","What is the correct English translation of the Hebrew word ""אחריות""?",Responsibility,Freedom,Luck,Responsibility,Freedom,Luck,0
english_vocabulary,14-16,"מה התרגום הנכון לאנגלית של המילה ""לתרום""?","What is the correct English translation of the Hebrew word ""לתרום""?",To contribute,To take,To waste,To contribute,To take,To waste,0
english_vocabulary,14-16,"מה התרגום הנכון לאנגלית של המילה ""משמעות""?","What is the correct English translation of the Hebrew word ""משמעות""?",Meaning,Confusion,Silence,Meaning,Confusion,Silence,0
english_vocabulary,14-16,"מה התרגום הנכון לאנגלית של המילה ""להעריך""?","What is the correct English translation of the Hebrew word ""להעריך""?",To appreciate,To dismiss,To forget,To appreciate,To dismiss,To forget,0
english_vocabulary,14-16,"מה התרגום הנכון לאנגלית של המילה ""סבלנות""?","What is the correct English translation of the Hebrew word ""סבלנות""?",Patience,Anger,Speed,Patience,Anger,Speed,0
english_vocabulary,14-16,"מה התרגום הנכון לאנגלית של המילה ""יצירתי""?","What is the correct English translation of the Hebrew word ""יצירתי""?",Creative,Boring,Strict,Creative,Boring,Strict,0
english_vocabulary,14-16,"מה התרגום הנכון לאנגלית של המילה ""גמיש""?","What is the correct English translation of the Hebrew word ""גמיש""?",Flexible,Rigid,Weak,Flexible,Rigid,Weak,0
english_vocabulary,14-16,"מה התרגום הנכון לאנגלית של המילה ""אמין""?","What is the correct English translation of the Hebrew word ""אמין""?",Reliable,Untrustworthy,Lazy,Reliable,Untrustworthy,Lazy,0
english_vocabulary,14-16,"מה התרגום הנכון לאנגלית של המילה ""תוצאה""?","What is the correct English translation of the Hebrew word ""תוצאה""?",Result,Cause,Question,Result,Cause,Question,0
english_vocabulary,14-16,"מה התרגום הנכון לאנגלית של המילה ""סיבה""?","What is the correct English translation of the Hebrew word ""סיבה""?",Reason,Result,Guess,Reason,Result,Guess,0
english_vocabulary,14-16,"מה התרגום הנכון לאנגלית של המילה ""חוסן""?","What is the correct English translation of the Hebrew word ""חוסן""?",Resilience,Weakness,Fear,Resilience,Weakness,Fear,0
science,10-11,איזה איבר בגוף עוזר לנו לטעום?,Which organ helps us taste?,הלשון,האף,האוזן,הלשון,האף,האוזן,0
science,10-11,איזו חיה יונקת אך חיה בים?,Which mammal lives in the sea?,דולפין,כריש,תמנון,דולפין,כריש,תמנון,0
science,12-13,מהו הסמל הכימי של סידן?,What is the chemical symbol for calcium?,Ca,Cd,Si,Ca,Cd,Si,0
science,12-13,איזו מערכת בגוף שולחת אותות חשמליים למוח?,Which body system sends electrical signals to the brain?,מערכת העצבים,מערכת השרירים,מערכת החיסון,מערכת העצבים,מערכת השרירים,מערכת החיסון,0
science,12-13,מה שם כוח המשיכה בין כל שני גופים בעלי מסה?,What is the force of attraction between any two masses called?,כוח הכבידה,כוח חיכוך,כוח קפיצי,כוח הכבידה,כוח חיכוך,כוח קפיצי,0
science,14-16,איזה חלק בתא אחראי על ייצור אנרגיה?,Which part of the cell is responsible for producing energy?,המיטוכונדריון,הגרעין,הריבוזום,המיטוכונדריון,הגרעין,הריבוזום,0
science,14-16,מה שם מצב הצבירה שבו לחלקיקים אין צורה קבועה אך יש נפח קבוע?,What state of matter has no fixed shape but a fixed volume?,נוזל,מוצק,גז,נוזל,מוצק,גז,0
science,14-16,איזה כוח אחראי לקשר בין אטומים במולקולה?,Which force is responsible for bonding atoms in a molecule?,קשר כימי,כוח הכבידה,כוח חיכוך,קשר כימי,כוח הכבידה,כוח חיכוך,0
israeli_history,10-11,מה שם הבירה של ישראל שבה יושבת הממשלה?,"What is Israel's capital, seat of government?",ירושלים,תל אביב,חיפה,ירושלים,תל אביב,חיפה,0
israeli_history,10-11,איזה יום נחשב ליום השואה בישראל?,Which day is Holocaust Remembrance Day in Israel?,יום השואה,יום העצמאות,יום ירושלים,יום השואה,יום העצמאות,יום ירושלים,0
israeli_history,10-11,מה שם הפרח שממנו מכינים לרוב זר ליום הזיכרון?,What flower is often used for Memorial Day wreaths?,דם המכבים,ורד,כלנית,דם המכבים,ורד,כלנית,0
israeli_history,12-13,מי הייתה האישה הראשונה שכיהנה כשופטת בבית המשפט העליון בישראל?,Who was the first woman to serve as a Supreme Court justice in Israel?,מרים בן-פורת,גולדה מאיר,דליה איציק,מרים בן-פורת,גולדה מאיר,דליה איציק,0
israeli_history,12-13,מה שם מלחמת 1948 הידועה גם כמלחמת השחרור?,What is the 1948 war also known as the War of Independence called?,מלחמת העצמאות,מלחמת סיני,מלחמת ההתשה,מלחמת העצמאות,מלחמת סיני,מלחמת ההתשה,0
israeli_history,12-13,איזו עיר שימשה כבירת ממלכת ישראל הקדומה (הצפונית)?,Which city served as the capital of the ancient (northern) Kingdom of Israel?,שומרון,ירושלים,חברון,שומרון,ירושלים,חברון,0
israeli_history,14-16,מי היה ראש הממשלה שהקים את פרויקט הכור הגרעיני בדימונה?,Which Prime Minister established the Dimona nuclear reactor project?,דוד בן-גוריון,לוי אשכול,גולדה מאיר,דוד בן-גוריון,לוי אשכול,גולדה מאיר,0
israeli_history,14-16,מה שם ההסכם שקבע את נסיגת ישראל הראשונה מחלקים מסיני אחרי 1973?,What agreement set Israel's first withdrawal from parts of Sinai after 1973?,הסכם הפרדת הכוחות,הסכם קמפ דייויד,הסכם רודוס,הסכם הפרדת הכוחות,הסכם קמפ דייויד,הסכם רודוס,0
general_knowledge,10-11,איזו חיה ידועה בכך שהיא ישנה כמעט כל היום?,Which animal is known for sleeping almost all day?,קואלה,סוס,כלב,קואלה,סוס,כלב,0
general_knowledge,10-11,מהי בירת ארצות הברית?,What is the capital of the United States?,וושינגטון,ניו יורק,לוס אנג'לס,וושינגטון,ניו יורק,לוס אנג'לס,0
general_knowledge,10-11,איזה כלי משמש למדידת זמן?,Which tool is used to measure time?,שעון,סרגל,מאזניים,שעון,סרגל,מאזניים,0
general_knowledge,10-11,"איזה ירק כתום וגדל באדמה, וארנבים אוהבים לאכול?","Which orange vegetable, grown underground, do rabbits love to eat?",גזר,תפוח אדמה,בצל,גזר,תפוח אדמה,בצל,0
general_knowledge,12-13,מהי בירת הולנד?,What is the capital of the Netherlands?,אמסטרדם,רוטרדם,האג,אמסטרדם,רוטרדם,האג,0
general_knowledge,12-13,איזה ענף ספורט משתמשים בו במקל ארוך ומכים בכדור קטן לתוך חור?,Which sport uses a long club to hit a small ball into a hole?,גולף,בייסבול,קריקט,גולף,בייסבול,קריקט,0
general_knowledge,12-13,מי המציא את המנורה החשמלית הראשונה שנחשבת פרקטית?,Who invented the first practical electric light bulb?,תומאס אדיסון,ניקולה טסלה,אלכסנדר גרהם בל,תומאס אדיסון,ניקולה טסלה,אלכסנדר גרהם בל,0
general_knowledge,14-16,מהי בירת פורטוגל?,What is the capital of Portugal?,ליסבון,פורטו,ברגה,ליסבון,פורטו,ברגה,0
general_knowledge,14-16,איזו תרבות עתיקה פיתחה את מערכת הכתב ההירוגליפי?,Which ancient culture developed hieroglyphic writing?,המצרים הקדמונים,הבבלים,היוונים,המצרים הקדמונים,הבבלים,היוונים,0
general_knowledge,14-16,מי כתב את 'דון קיחוטה'?,Who wrote 'Don Quixote'?,מיגל דה סרוואנטס,גבריאל גרסיה מארקס,חורחה לואיס בורחס,מיגל דה סרוואנטס,גבריאל גרסיה מארקס,חורחה לואיס בורחס,0
general_knowledge,10-11,איזה כלי רכב נוסע על מים?,Which vehicle travels on water?,סירה,מטוס,רכבת,סירה,מטוס,רכבת,0
general_knowledge,10-11,באיזה חודש חוגגים את חג המולד?,In which month is Christmas celebrated?,דצמבר,ינואר,נובמבר,דצמבר,ינואר,נובמבר,0
general_knowledge,12-13,מהי בירת שוודיה?,What is the capital of Sweden?,שטוקהולם,אוסלו,קופנהגן,שטוקהולם,אוסלו,קופנהגן,0
general_knowledge,12-13,איזה ענף ספורט משוחק בין שתי קבוצות עם מקלות עקומים וכדור קטן קשה?,Which sport is played with curved sticks and a small hard ball?,הוקי שדה,כדורעף,קריקט,הוקי שדה,כדורעף,קריקט,0
general_knowledge,12-13,"מי הלחין את האופרה ""חליל הקסם""?",Who composed the opera 'The Magic Flute'?,מוצרט,בטהובן,ורדי,מוצרט,בטהובן,ורדי,0
general_knowledge,14-16,מהי בירת נורווגיה?,What is the capital of Norway?,אוסלו,ברגן,סטוונגר,אוסלו,ברגן,סטוונגר,0
general_knowledge,14-16,איזה סופר רוסי כתב את 'החטא ועונשו'?,Which Russian author wrote 'Crime and Punishment'?,פיודור דוסטויבסקי,לב טולסטוי,אנטון צ'כוב,פיודור דוסטויבסקי,לב טולסטוי,אנטון צ'כוב,0
general_knowledge,14-16,מי היה הצייר ההולנדי שצייר את 'ליל המשמר' (The Night Watch)?,Which Dutch painter painted 'The Night Watch'?,רמברנדט,ואן גוך,ורמיר,רמברנדט,ואן גוך,ורמיר,0
israeli_history,10-11,מה שם ההר שעליו נמצא מוזיאון יד ושם?,Which mountain is Yad Vashem museum located on?,הר הזיכרון,הר הכרמל,הר סיני,הר הזיכרון,הר הכרמל,הר סיני,0
israeli_history,10-11,איזה יום נחגג בו איחוד ירושלים?,Which day celebrates the reunification of Jerusalem?,יום ירושלים,יום העצמאות,יום הזיכרון,יום ירושלים,יום העצמאות,יום הזיכרון,0
israeli_history,12-13,מה שם השכונה הירושלמית הראשונה שנבנתה מחוץ לחומות העיר העתיקה?,What was the first Jewish neighborhood built outside the Old City walls called?,משכנות שאננים,רחביה,גילה,משכנות שאננים,רחביה,גילה,0
israeli_history,12-13,איזו מלחמה כונתה גם 'מלחמת סיני'?,Which war was also called the 'Sinai War'?,מבצע קדש 1956,מלחמת ששת הימים,מלחמת יום כיפור,מבצע קדש 1956,מלחמת ששת הימים,מלחמת יום כיפור,0
israeli_history,14-16,מי היה ראש הממשלה בזמן חתימת הסכם השלום עם ירדן ב-1994?,Who was Prime Minister when the 1994 peace treaty with Jordan was signed?,יצחק רבין,שמעון פרס,בנימין נתניהו,יצחק רבין,שמעון פרס,בנימין נתניהו,0
israeli_history,14-16,מה שם התוכנית לפינוי יישובים יהודים מסיני שהוחלה ב-1982?,What was the plan to evacuate Jewish settlements from Sinai in 1982 called?,פינוי ימית,תוכנית ההתנתקות,תוכנית אלון,פינוי ימית,תוכנית ההתנתקות,תוכנית אלון,0
israeli_history,14-16,איזו ועדה המליצה על חלוקת ארץ ישראל ב-1937?,Which commission recommended partitioning Palestine in 1937?,ועדת פיל,ועדת אנגלו-אמריקאית,"ועדת אונסקו""פ",ועדת פיל,ועדת אנגלו-אמריקאית,"ועדת אונסקו""פ",0
